,Te,Tint_moy,ΔT,Irr,Ptot
2023-01-31 12:00:00,,19.807142857142857,,,1757.55
2023-01-31 13:00:00,7.45055555555555,20.007142857142856,12.556587301587307,146.6405532598709,2353.0
2023-01-31 14:00:00,8.19694444444444,19.97142857142857,11.774484126984131,159.40943526170767,2455.0
2023-01-31 15:00:00,8.93277777777777,19.99428571428572,11.06150793650795,174.72537878787813,2513.0
2023-01-31 16:00:00,8.95805555555555,20.024285714285718,11.066230158730168,146.20638200183575,2533.0
2023-01-31 17:00:00,8.675,19.985714285714288,11.310714285714287,43.7603305785124,2439.0
2023-01-31 18:00:00,8.46472222222222,19.982857142857146,11.518134920634926,6.868973829201096,2413.0
2023-01-31 19:00:00,8.46555555555555,19.972857142857144,11.507301587301594,-0.4175275482093658,2386.0
2023-01-31 20:00:00,8.26527777777777,19.98,11.71472222222223,-0.7845500459136819,2404.0
2023-01-31 21:00:00,8.11527777777777,19.964285714285715,11.849007936507945,-0.6092171717171715,2377.0
2023-01-31 22:00:00,8.09361111111111,19.98428571428571,11.8906746031746,-0.4413452708907251,2380.0
2023-01-31 23:00:00,8.03972222222222,19.99,11.950277777777778,-0.3704660238751147,2343.0
2023-02-01 00:00:00,8.075,19.988571428571426,11.913571428571426,-0.5710514233241498,2353.0
2023-02-01 01:00:00,8.14861111111111,19.99285714285714,11.84424603174603,-0.4565541781450867,2349.66
2023-02-01 02:00:00,7.93361111111111,20.01142857142857,12.077817460317462,-1.6043962350780476,2324.0
2023-02-01 03:00:00,7.91888888888888,19.988571428571426,12.069682539682546,-0.4358930211202934,2322.0
2023-02-01 04:00:00,7.89361111111111,20.01428571428572,12.12067460317461,-0.5162419651056013,2329.0
2023-02-01 05:00:00,7.82138888888888,20.005714285714284,12.184325396825404,-0.7211317722681353,2325.0
2023-02-01 06:00:00,7.33916666666666,19.99571428571429,12.656547619047629,-1.8884871441689568,2306.0
2023-02-01 07:00:00,6.96722222222222,19.988571428571426,13.021349206349207,-1.7203282828282749,2321.0
2023-02-01 08:00:00,6.96472222222222,19.98857142857143,13.023849206349208,-1.459194214876033,2355.0
